rank,gene,condition,n_suppress_effector,suppress_sum_absz,suppress_max_absz,suppress_cytokines,n_boost,boost_sum_absz,boost_max_absz,boost_cytokines
,GET3,Stim48hr,0,,,,1,3.856,3.856,CTLA4
,GFUS,Rest,0,,,,1,4.64,4.64,IL3
,GLIPR2,Rest,0,,,,1,2.79,2.79,IL2RA
,GNA13,Stim8hr,0,,,,1,3.978,3.978,IL10
,GNLY,Stim8hr,0,,,,1,3.372,3.372,CTLA4
,GNPAT,Stim8hr,0,,,,3,13.022,5.246,"CSF2,IL10,IL3"
,GNS,Rest,0,,,,1,3.045,3.045,CSF2
,GPALPP1,Stim48hr,0,,,,1,3.993,3.993,IL2RA
,GPD1L,Rest,0,,,,2,10.869,5.99,"IL2,IL3"
,GPR183,Stim48hr,0,,,,2,10.791,6.735,"IFNG,IL22"
,GTPBP10,Stim48hr,0,,,,1,2.576,2.576,IL3
,H3C8,Rest,0,,,,1,6.283,6.283,IL3
,HAPSTR1,Rest,0,,,,1,3.185,3.185,LTA
,HAPSTR1,Stim48hr,0,,,,1,2.812,2.812,IL2RA
,HCCS,Rest,0,,,,1,4.274,4.274,IFNG
,HCLS1,Rest,0,,,,1,7.981,7.981,IL2
,HDGFL3,Stim48hr,0,,,,1,3.965,3.965,CSF2
,HDHD3,Stim48hr,0,,,,1,5.753,5.753,IL23R
,HDHD3,Stim8hr,0,,,,1,5.916,5.916,IL23R
,HIBADH,Rest,0,,,,1,3.773,3.773,IL2RA
,HIP1R,Rest,0,,,,1,4.485,4.485,IL22
,HNRNPA2B1,Rest,0,,,,1,6.281,6.281,IL3
,HNRNPDL,Stim48hr,0,,,,1,3.364,3.364,CTLA4
,HNRNPR,Stim8hr,0,,,,1,4.089,4.089,IL10
,HPS4,Rest,0,,,,1,4.207,4.207,IL3
,HSD17B10,Stim8hr,0,,,,1,2.822,2.822,IL10
,HSF5,Stim48hr,0,,,,1,4.959,4.959,IL3
,HYKK,Rest,0,,,,1,4.322,4.322,IL3
,IFI30,Stim48hr,0,,,,1,3.727,3.727,IL5
,IFI30,Stim8hr,0,,,,1,4.206,4.206,IL5
,IFI6,Stim8hr,0,,,,1,4.849,4.849,IL3
,IFNAR1,Stim48hr,0,,,,1,4.79,4.79,IL23R
,IFNAR1,Stim8hr,0,,,,1,4.386,4.386,IL23R
,IFNGR2,Stim8hr,0,,,,1,3.495,3.495,IFNG
,IL12RB2,Stim48hr,0,,,,1,6.438,6.438,IL23R
,IL23A,Stim48hr,0,,,,1,4.613,4.613,IL2RA
,IL4R,Stim8hr,0,,,,1,4.997,4.997,IL2RA
,IMMT,Stim8hr,0,,,,1,3.859,3.859,IL2
,INO80B,Rest,0,,,,2,12.147,8.231,"IFNG,IL3"
,INPP5D,Stim48hr,0,,,,2,6.545,3.574,"IFNG,TNF"
,INTS10,Rest,0,,,,1,3.118,3.118,LTA
,INTS14,Rest,0,,,,3,12.849,6.034,"IFNG,IL22,LTA"
,INTS15,Stim8hr,0,,,,1,3.188,3.188,LTA
,INTS6,Rest,0,,,,1,3.936,3.936,IFNG
,IPO9,Stim8hr,0,,,,1,4.149,4.149,IL10
,IQCG,Stim48hr,0,,,,2,7.978,4.451,"CSF2,IL2RA"
,IQGAP3,Rest,0,,,,1,4.752,4.752,IL2
,IRF8,Stim8hr,0,,,,2,7.587,3.977,"CSF2,IFNG"
,ISL2,Rest,0,,,,1,4.468,4.468,IL2
,ITPK1,Stim48hr,0,,,,1,4.435,4.435,IL3
,IWS1,Rest,0,,,,1,3.275,3.275,LTA
,IWS1,Stim48hr,0,,,,1,3.149,3.149,IL13
,IWS1,Stim8hr,0,,,,1,3.649,3.649,LTA
,JMJD1C,Stim8hr,0,,,,1,4.37,4.37,IL23R
,JUND,Rest,0,,,,1,6.05,6.05,IL22
,KAT6A,Stim8hr,0,,,,1,3.146,3.146,IL5
,KBTBD2,Rest,0,,,,4,15.674999999999999,4.887,"IFNG,IL21,IL22,IL2RA"
,KDM4A,Rest,0,,,,1,3.693,3.693,IL22
,KDM4A,Stim8hr,0,,,,2,8.362,4.285,"IL22,IL23R"
,KDM6A,Stim8hr,0,,,,1,3.51,3.51,IFNG
,KHDRBS1,Stim8hr,0,,,,2,8.561,4.304,"IFNG,TNF"
,KIDINS220,Stim8hr,0,,,,1,3.077,3.077,IL2
,KLF10,Rest,0,,,,3,15.321000000000002,6.049,"CSF2,IFNG,IL3"
,KLF10,Stim8hr,0,,,,1,4.623,4.623,TNF
,KLHL17,Stim8hr,0,,,,1,4.828,4.828,IL23R
,KLHL18,Rest,0,,,,1,6.494,6.494,IL2
,KMT2E,Rest,0,,,,1,3.862,3.862,LTA
,KRR1,Stim8hr,0,,,,2,7.615,4.138,"CSF2,IL3"
,LDHB,Stim48hr,0,,,,1,4.37,4.37,IL22
,LEO1,Rest,0,,,,1,3.775,3.775,LTA
,LHPP,Rest,0,,,,1,5.018,5.018,IL4
,LIG1,Stim48hr,0,,,,2,7.761,4.407,"IL13,IL2RA"
,LMBR1L,Rest,0,,,,2,12.59,8.296,"IFNG,LTA"
,LMTK2,Stim48hr,0,,,,1,5.864,5.864,IL23R
,LMTK2,Stim8hr,0,,,,1,2.948,2.948,IFNG
,LRRC58,Stim8hr,0,,,,2,9.649000000000001,5.772,"IL2,IL3"
,LYSMD3,Rest,0,,,,1,6.432,6.432,IL3
,MACROH2A2,Stim48hr,0,,,,1,5.448,5.448,IL13
,MAGED1,Stim48hr,0,,,,1,4.332,4.332,IFNG
,MAN1A2,Rest,0,,,,1,2.885,2.885,IFNG
,MAP1LC3B,Stim48hr,0,,,,1,6.769,6.769,IFNG
,MAP1LC3B,Stim8hr,0,,,,1,3.812,3.812,IFNG
,MAP4K1,Stim8hr,0,,,,1,3.502,3.502,IL5
,MAP4K2,Rest,0,,,,1,4.335,4.335,IL13
,MAX,Stim48hr,0,,,,2,8.639,4.996,"IL23R,IL2RA"
,MAX,Stim8hr,0,,,,1,3.632,3.632,IL2RA
,MBD2,Stim8hr,0,,,,1,2.65,2.65,IL22
,MBD3,Rest,0,,,,1,3.569,3.569,IL3
,MBIP,Stim48hr,0,,,,1,3.019,3.019,IFNG
,MBIP,Stim8hr,0,,,,1,4.223,4.223,IL10
,MCAT,Stim48hr,0,,,,1,3.112,3.112,IL10
,MED15,Rest,0,,,,1,2.238,2.238,IL2RA
,MEF2D,Stim8hr,0,,,,1,4.337,4.337,IL21
,MEST,Stim8hr,0,,,,2,6.2989999999999995,3.227,"IL2RA,IL3"
,METAP2,Rest,0,,,,2,6.8740000000000006,4.214,"IFNG,IL2RA"
,METAP2,Stim48hr,0,,,,2,7.59,4.19,"IL2,IL2RA"
,METTL3,Stim8hr,0,,,,1,3.315,3.315,IL3
,MFSD11,Stim8hr,0,,,,1,4.318,4.318,IL22
,MIDN,Stim8hr,0,,,,1,3.492,3.492,LTA
,MIOS,Rest,0,,,,1,3.41,3.41,IL2RA
,MITD1,Rest,0,,,,1,4.739,4.739,CSF2
,MKNK2,Rest,0,,,,2,15.597000000000001,8.041,"IL2,IL3"
,MKS1,Stim48hr,0,,,,1,5.087,5.087,IL23R
,MLH3,Rest,0,,,,1,4.179,4.179,IL3
,MOV10,Rest,0,,,,2,7.541,4.016,"IL13,IL5"
,MSH2,Rest,0,,,,1,6.688,6.688,IL3
,MSI2,Stim48hr,0,,,,1,3.866,3.866,TNF
,MTA2,Stim8hr,0,,,,2,6.145,3.305,"IL2RA,TNF"
,MTFR1L,Rest,0,,,,1,5.287,5.287,IFNG
,MTHFD2,Stim48hr,0,,,,1,2.68,2.68,IL10
,MTIF2,Stim48hr,0,,,,1,3.477,3.477,IL5
,MTPAP,Stim48hr,0,,,,2,5.651999999999999,2.965,"IL2,IL21"
,MUC1,Stim8hr,0,,,,2,9.796,5.11,"IFNG,IL2"
,MYB,Rest,0,,,,1,4.192,4.192,IL2RA
,MYB,Stim8hr,0,,,,1,2.621,2.621,IL22
,MYBL1,Rest,0,,,,1,4.314,4.314,IL22
,MYL12A,Stim48hr,0,,,,1,3.896,3.896,TNF
,N4BP2L1,Rest,0,,,,1,4.64,4.64,IFNG
,NAA30,Rest,0,,,,4,14.046,4.749,"IFNG,IL13,IL22,IL2RA"
,NAA30,Stim48hr,0,,,,3,8.921,3.084,"CSF2,IL13,IL22"
,NAB2,Stim48hr,0,,,,1,6.596,6.596,IL5
,NABP1,Stim8hr,0,,,,1,3.431,3.431,IL2RA
,NAF1,Stim8hr,0,,,,3,12.812,5.928,"IL2,IL21,IL22"
,NCAPG2,Rest,0,,,,3,9.92,3.612,"CSF2,IL2RA,LTA"
,NCAPG2,Stim8hr,0,,,,2,7.022,4.54,"IL13,IL2RA"
,NCBP3,Stim8hr,0,,,,1,3.489,3.489,IL2RA
,NCKAP1L,Rest,0,,,,6,20.108,4.614,"CSF2,IFNG,IL13,IL2RA,IL3,IL5"
,NCKAP1L,Stim8hr,0,,,,1,3.329,3.329,IL13
,NCOA6,Rest,0,,,,2,9.207,5.437,"CSF2,IL3"
,NDRG1,Stim8hr,0,,,,2,6.9719999999999995,3.673,"IL2,IL23R"
,NDUFAF5,Stim8hr,0,,,,1,4.083,4.083,IL2
,NDUFB3,Rest,0,,,,3,22.831,10.044,"IFNG,IL2,IL3"
,NDUFB6,Rest,0,,,,1,4.371,4.371,IL3
,NEK3,Stim48hr,0,,,,1,2.916,2.916,IFNG
,NELFCD,Rest,0,,,,2,10.043,6.158,"IL2RA,LTA"
,NEMP1,Stim48hr,0,,,,1,4.374,4.374,IL23R
,NEMP2,Stim8hr,0,,,,1,3.811,3.811,IL22
,NFATC2,Stim8hr,0,,,,1,3.541,3.541,IL2RA
,NFKB1,Rest,0,,,,3,22.219,11.522,"CSF2,IFNG,IL3"
,NFKB1,Stim48hr,0,,,,1,4.425,4.425,TNF
,NFKB2,Stim8hr,0,,,,7,25.628,5.467,"CSF2,IFNG,IL10,IL2,IL21,IL3,TNF"
,NFX1,Rest,0,,,,1,5.235,5.235,IFNG
,NIPBL,Stim48hr,0,,,,1,6.371,6.371,IL23R
,NIPBL,Stim8hr,0,,,,3,12.233,4.788,"CSF2,IL23R,IL3"
,NKAPD1,Rest,0,,,,1,4.863,4.863,TNF
,NOL7,Stim8hr,0,,,,1,3.684,3.684,IL2
,NRBP1,Rest,0,,,,2,8.532,4.656,"IFNG,IL2RA"
,NRBP1,Stim48hr,0,,,,2,5.466,2.734,"CTLA4,IL5"
,NRBP1,Stim8hr,0,,,,2,7.547,4.513,"IL13,LTA"
,NREP,Rest,0,,,,1,6.266,6.266,IL3
,NSD1,Rest,0,,,,1,3.119,3.119,IFNG
,NSUN6,Stim48hr,0,,,,1,2.949,2.949,IL5
,NUDT1,Rest,0,,,,1,4.596,4.596,CSF2
,NUDT16L1,Rest,0,,,,1,7.6,7.6,IL2
,NUDT19,Rest,0,,,,1,6.0,6.0,IL3
,ORAI3,Stim48hr,0,,,,1,4.755,4.755,IL2
,OTUB1,Stim8hr,0,,,,1,3.025,3.025,IL10
,OXSR1,Rest,0,,,,2,10.687999999999999,5.593,"IFNG,IL13"
,PAGR1,Rest,0,,,,1,2.996,2.996,CTLA4
,PAK2,Rest,0,,,,1,3.444,3.444,IL22
,PANK1,Stim8hr,0,,,,2,8.839,4.543,"CSF2,IL2"
,PATJ,Stim8hr,0,,,,1,3.436,3.436,IL2RA
,PAXIP1,Stim48hr,0,,,,2,6.304,3.537,"CTLA4,IL21"
,PCBP4,Rest,0,,,,3,12.617,4.567,"IFNG,IL2,IL3"
,PCGF1,Stim48hr,0,,,,2,6.6579999999999995,3.344,"IL13,IL5"
,PCGF1,Stim8hr,0,,,,1,3.425,3.425,IL13
,PCGF6,Stim8hr,0,,,,1,4.749,4.749,IL10
,PCYT2,Rest,0,,,,1,4.5,4.5,IL2RA
,PCYT2,Stim48hr,0,,,,4,12.681000000000001,3.825,"CSF2,IL13,IL2RA,IL5"
,PDCD10,Stim48hr,0,,,,1,3.151,3.151,IL10
,PDCD2L,Rest,0,,,,4,15.463000000000001,5.63,"CSF2,IFNG,IL2RA,LTA"
,PDK3,Rest,0,,,,3,16.596,6.468,"IL2,IL3,IL5"
,PDLIM2,Stim48hr,0,,,,1,7.407,7.407,IL23R
,PDPR,Rest,0,,,,1,7.88,7.88,IL3
,PEX19,Stim48hr,0,,,,1,8.335,8.335,IL23R
,PFKM,Rest,0,,,,5,31.225,9.82,"CSF2,IFNG,IL2,IL21,IL3"
,PGM1,Rest,0,,,,1,5.328,5.328,IL3
,PGP,Stim48hr,0,,,,1,3.27,3.27,CTLA4
,PHF3,Stim8hr,0,,,,1,4.023,4.023,IL21
,PIGV,Stim48hr,0,,,,1,4.183,4.183,IL23R
,PIK3R2,Rest,0,,,,1,4.237,4.237,IL3
,PKNOX1,Rest,0,,,,1,3.246,3.246,IFNG
,PNPT1,Rest,0,,,,4,28.91,9.539,"CSF2,IFNG,IL2,IL3"
,POLD4,Stim8hr,0,,,,1,4.576,4.576,IL21
,POLE3,Stim8hr,0,,,,1,4.576,4.576,IL5
,POLE4,Stim48hr,0,,,,1,4.955,4.955,IL2
,PPCDC,Stim8hr,0,,,,3,11.588000000000001,4.373,"IL10,IL22,IL23R"
,PPIF,Stim8hr,0,,,,1,4.539,4.539,IL13
,PPM1L,Rest,0,,,,1,4.292,4.292,IL2RA
,PPP1R12A,Rest,0,,,,1,3.446,3.446,IL22
,PPP1R12A,Stim8hr,0,,,,1,3.658,3.658,TNF
,PPP1R15A,Stim8hr,0,,,,1,3.786,3.786,IL10
,PPP6C,Rest,0,,,,1,4.596,4.596,IL2RA
,PPP6C,Stim48hr,0,,,,5,22.982000000000003,5.706,"CSF2,IL10,IL2,IL3,LTA"
,PPP6C,Stim8hr,0,,,,2,7.705,4.578,"IL10,IL13"
,PPRC1,Stim8hr,0,,,,3,12.097999999999999,4.597,"CSF2,IFNG,IL2"
,PREP,Rest,0,,,,2,11.219999999999999,5.777,"IL2,IL3"
,PRF1,Stim8hr,0,,,,1,5.384,5.384,IL22
,PRICKLE3,Stim8hr,0,,,,1,4.544,4.544,IL13
,PRPF39,Stim48hr,0,,,,2,6.661,3.5,"IL10,IL2"
,PRPF39,Stim8hr,0,,,,5,17.749000000000002,4.262,"CSF2,IFNG,IL10,IL2,TNF"
,PRRC2A,Stim8hr,0,,,,1,3.112,3.112,IL2RA
,PRXL2B,Rest,0,,,,1,4.533,4.533,CSF2
,PSD4,Stim8hr,0,,,,1,4.78,4.78,IL10
,PSIP1,Stim8hr,0,,,,1,3.788,3.788,IL2RA
,PTGES2,Rest,0,,,,1,8.145,8.145,IL3
,PTPA,Stim48hr,0,,,,2,6.926,3.926,"CSF2,IL10"
,PTPDC1,Stim48hr,0,,,,1,4.771,4.771,IL2
,PTPN11,Rest,0,,,,1,5.683,5.683,IL3
,PTPN2,Rest,0,,,,4,20.622,6.692,"CSF2,IFNG,IL2RA,LTA"
,PTPN2,Stim8hr,0,,,,2,7.0,3.615,"CSF2,IFNG"
,PTPN7,Rest,0,,,,2,15.109,9.92,"IL2,IL3"
,PTPRA,Stim48hr,0,,,,1,4.551,4.551,IL5
,PUS1,Rest,0,,,,1,4.271,4.271,IL2
,PXMP4,Stim48hr,0,,,,2,10.062,6.569,"IL22,IL23R"
,QNG1,Stim8hr,0,,,,1,4.746,4.746,TNF
,RAB11FIP1,Stim8hr,0,,,,2,8.946,6.168,"IL22,IL23R"
,RAB3IP,Stim8hr,0,,,,1,4.571,4.571,IL10
,RABIF,Rest,0,,,,1,4.961,4.961,IL22
,RAC2,Stim48hr,0,,,,1,3.264,3.264,IL10
,RAD51B,Rest,0,,,,2,9.620000000000001,4.92,"IFNG,IL2"
,RANBP10,Rest,0,,,,1,5.174,5.174,IL13
,RAP2B,Rest,0,,,,1,4.694,4.694,CSF2
,RASA2,Rest,0,,,,1,3.875,3.875,IL2RA
,RASAL3,Rest,0,,,,2,8.026,4.261,"IL13,IL2RA"
,RASGRP1,Rest,0,,,,2,9.535,5.051,"IL13,IL4"
,RBFA,Stim8hr,0,,,,2,8.185,4.301,"IL23R,LTA"
,RBL2,Rest,0,,,,1,4.221,4.221,LTA
,RBM26,Rest,0,,,,1,9.494,9.494,IL2
,RBM27,Stim8hr,0,,,,2,6.945,3.57,"IL10,IL22"
,RCBTB1,Stim8hr,0,,,,2,7.57,3.891,"IL22,IL23R"
,RCOR3,Rest,0,,,,1,2.708,2.708,IFNG
,REEP3,Rest,0,,,,1,5.05,5.05,IL2
,RESF1,Rest,0,,,,1,3.8,3.8,IL3
,RESF1,Stim48hr,0,,,,1,4.342,4.342,IL2
,RGL2,Stim48hr,0,,,,1,4.24,4.24,IFNG
,RIOK3,Rest,0,,,,1,5.126,5.126,IL2
,RIPK1,Rest,0,,,,1,3.303,3.303,IL13
,RIPK1,Stim48hr,0,,,,1,5.55,5.55,CTLA4
,RIPK1,Stim8hr,0,,,,3,9.777000000000001,3.555,"CSF2,CTLA4,IL10"
,RMDN3,Rest,0,,,,3,20.180999999999997,7.897,"CSF2,IL2,IL3"
,RMND5B,Stim48hr,0,,,,1,4.493,4.493,IL2
,RNF139,Stim48hr,0,,,,3,15.064,5.535,"IFNG,IL22,LTA"
,RPRD2,Rest,0,,,,1,3.883,3.883,LTA
,RSBN1L,Stim8hr,0,,,,1,3.17,3.17,IL10
,RUNX3,Stim8hr,0,,,,1,4.563,4.563,TNF
,RWDD1,Stim48hr,0,,,,1,4.262,4.262,IL3
,RWDD2B,Stim8hr,0,,,,1,2.907,2.907,IL10
,SASH3,Rest,0,,,,1,4.861,4.861,IL5
,SBNO1,Rest,0,,,,1,3.266,3.266,LTA
,SBNO1,Stim8hr,0,,,,1,3.741,3.741,IL21
,SCAP,Stim8hr,0,,,,1,3.852,3.852,IL10
,SEC14L2,Rest,0,,,,1,3.849,3.849,LTA
,SEC24C,Stim8hr,0,,,,1,3.691,3.691,IL10
,SENP5,Stim8hr,0,,,,3,7.995,2.921,"IL21,IL23R,IL2RA"
,SEPTIN7,Stim8hr,0,,,,1,3.442,3.442,LTA
,SERF2,Rest,0,,,,3,13.962,5.528,"CSF2,IL2,IL3"
,SETMAR,Stim8hr,0,,,,1,4.28,4.28,IFNG
,SFT2D3,Rest,0,,,,1,4.257,4.257,IL3
,SFXN1,Rest,0,,,,1,5.302,5.302,IL2
,SH2D2A,Rest,0,,,,1,4.437,4.437,IL3
,SH3KBP1,Rest,0,,,,1,8.2,8.2,IL2
,SIRT3,Rest,0,,,,2,12.227,7.034,"IFNG,IL3"
,SLAMF7,Stim8hr,0,,,,1,3.572,3.572,LTA
,SLC25A22,Stim8hr,0,,,,1,2.925,2.925,IL3
,SLC25A3,Rest,0,,,,1,5.229,5.229,IL2RA
,SLC30A6,Rest,0,,,,1,4.081,4.081,IFNG
,SLC4A7,Stim48hr,0,,,,1,3.165,3.165,IL2
,SLC7A5,Stim8hr,0,,,,1,4.386,4.386,IL22
,SLC9A6,Stim8hr,0,,,,1,3.936,3.936,TNF
,SMARCA5,Rest,0,,,,4,13.686,4.467,"IL13,IL2RA,LTA,TNF"
,SMARCA5,Stim48hr,0,,,,1,3.671,3.671,TNF
,SMARCB1,Rest,0,,,,2,5.579,2.945,"IL2RA,LTA"
,SMCR8,Stim48hr,0,,,,1,4.979,4.979,IL22
,SMG8,Stim8hr,0,,,,1,3.014,3.014,IL2RA
,SMIM29,Rest,0,,,,1,4.496,4.496,IL3
,SMS,Rest,0,,,,4,34.24,9.875,"CSF2,IFNG,IL2,IL3"
,SMS,Stim8hr,0,,,,1,3.61,3.61,LTA
,SNTA1,Rest,0,,,,1,6.684,6.684,LTA
,SNX10,Rest,0,,,,1,5.823,5.823,IL3
,SNX2,Rest,0,,,,1,4.611,4.611,IL4
,SOCS7,Stim8hr,0,,,,1,4.365,4.365,IFNG
,SORL1,Stim8hr,0,,,,1,4.008,4.008,IL2
,SP1,Stim8hr,0,,,,1,4.584,4.584,IL10
,SP100,Stim8hr,0,,,,1,3.38,3.38,LTA
,SPAG7,Stim8hr,0,,,,2,7.686999999999999,3.921,"CSF2,IL3"
,SPOP,Rest,0,,,,1,2.897,2.897,IL2RA
,SPOP,Stim48hr,0,,,,1,5.035,5.035,IFNG
,SPRYD3,Rest,0,,,,1,9.264,9.264,IL2
,SPTLC1,Rest,0,,,,1,3.921,3.921,IFNG
,SPTSSA,Stim8hr,0,,,,2,6.64,3.497,"IL10,IL13"
,SRF,Rest,0,,,,1,2.933,2.933,LTA
,SS18L2,Stim48hr,0,,,,1,3.033,3.033,IL5
,STAP1,Rest,0,,,,1,3.097,3.097,IL2RA
,STAT6,Stim8hr,0,,,,1,5.126,5.126,IL2RA
,STING1,Rest,0,,,,1,9.087,9.087,IL2
,STIP1,Rest,0,,,,1,3.892,3.892,IL2RA
,STIP1,Stim8hr,0,,,,5,16.176,3.802,"CSF2,IFNG,IL2,IL21,IL3"
,STK40,Rest,0,,,,1,3.121,3.121,IL2RA
,STX8,Rest,0,,,,2,11.867,7.206,"IFNG,LTA"
,SUMO2,Stim8hr,0,,,,1,4.456,4.456,IL2
,SUPT4H1,Stim8hr,0,,,,1,4.285,4.285,IL2
,SWSAP1,Rest,0,,,,1,6.324,6.324,IL2
,TAB3,Stim8hr,0,,,,1,4.616,4.616,IL10
,TADA2A,Stim48hr,0,,,,1,3.009,3.009,IL2
,TAF13,Rest,0,,,,1,6.112,6.112,LTA
,TAF13,Stim8hr,0,,,,2,7.032,3.641,"IFNG,TNF"
,TCF3,Stim48hr,0,,,,1,4.719,4.719,IL2
,TCFL5,Rest,0,,,,1,3.755,3.755,IL22
,TEP1,Rest,0,,,,1,2.505,2.505,LTA
,THAP11,Rest,0,,,,2,7.755,5.077,"CSF2,LTA"
,THRA,Stim48hr,0,,,,1,3.197,3.197,IL3
,THRAP3,Stim48hr,0,,,,1,3.016,3.016,IL13
,TIMM8A,Rest,0,,,,4,30.934,9.483,"CSF2,IFNG,IL2,IL3"
,TIMM8A,Stim48hr,0,,,,1,4.457,4.457,IL2
,TM2D1,Stim48hr,0,,,,1,2.689,2.689,TNF
,TM7SF3,Rest,0,,,,1,5.859,5.859,IL2
,TMBIM6,Rest,0,,,,1,4.721,4.721,IL3
,TMEM205,Rest,0,,,,5,40.283,12.239,"CSF2,IFNG,IL2,IL21,IL3"
,TMEM267,Rest,0,,,,1,7.18,7.18,IL2
,TMEM33,Stim48hr,0,,,,1,3.163,3.163,IFNG
,TNFAIP3,Stim8hr,0,,,,1,4.068,4.068,LTA
,TOR1A,Stim48hr,0,,,,1,4.71,4.71,IL5
,TOR1A,Stim8hr,0,,,,2,7.667,3.979,"IL13,IL5"
,TP53RK,Stim8hr,0,,,,1,3.753,3.753,IL10
,TP73,Stim8hr,0,,,,1,3.406,3.406,IL2
,TRAF3,Rest,0,,,,4,11.446,3.177,"CSF2,IFNG,IL22,IL2RA"
,TRAF3,Stim48hr,0,,,,2,7.422000000000001,3.919,"CTLA4,IL22"
,TRAF3,Stim8hr,0,,,,2,8.18,5.07,"CTLA4,IL10"
,TRDMT1,Stim48hr,0,,,,1,4.353,4.353,IL23R
,TRIM22,Rest,0,,,,1,4.387,4.387,IFNG
,TRIM28,Stim48hr,0,,,,1,4.501,4.501,IL3
,TRRAP,Rest,0,,,,1,2.804,2.804,LTA
,TSNAX,Rest,0,,,,1,4.303,4.303,IL5
,TSR2,Rest,0,,,,1,3.542,3.542,IFNG
,TXNL1,Stim8hr,0,,,,1,4.169,4.169,IL2RA
,TYSND1,Stim8hr,0,,,,1,4.75,4.75,IL21
,UBC,Stim48hr,0,,,,1,4.61,4.61,IL5
,UBC,Stim8hr,0,,,,2,6.134,3.204,"IL2,IL3"
,UBE2D3,Stim8hr,0,,,,1,4.382,4.382,IL10
,UBE2F,Stim8hr,0,,,,2,7.1530000000000005,3.758,"IL2,IL2RA"
,UBE2L3,Rest,0,,,,1,8.301,8.301,IL2RA
,UBE2L3,Stim8hr,0,,,,1,4.044,4.044,IL2RA
,UBE2N,Stim8hr,0,,,,1,2.959,2.959,IL3
,UBE2V2,Rest,0,,,,1,4.662,4.662,IL13
,UBE2V2,Stim48hr,0,,,,1,2.571,2.571,IL22
,UBR5,Rest,0,,,,1,3.499,3.499,IL2RA
,UBXN6,Stim48hr,0,,,,1,3.279,3.279,IL23R
,UBXN7,Rest,0,,,,1,3.921,3.921,IL2
,UCP2,Stim48hr,0,,,,1,5.197,5.197,IL2
,UEVLD,Rest,0,,,,1,4.707,4.707,CSF2
,UFL1,Stim8hr,0,,,,5,17.116,4.014,"CSF2,IFNG,IL2,IL3,TNF"
,UFM1,Stim8hr,0,,,,9,29.419,5.478,"CSF2,IFNG,IL2,IL21,IL22,IL3,IL4,LTA,TNF"
,UQCC1,Stim8hr,0,,,,1,3.208,3.208,IFNG
,USP10,Stim48hr,0,,,,1,3.267,3.267,CSF2
,USP10,Stim8hr,0,,,,1,3.233,3.233,IL10
,USP7,Stim8hr,0,,,,1,3.892,3.892,IL10
,VEZF1,Rest,0,,,,1,5.461,5.461,IL5
,VPS37B,Stim48hr,0,,,,1,7.871,7.871,IL2
,VPS39,Stim8hr,0,,,,1,4.285,4.285,LTA
,VPS41,Rest,0,,,,1,3.656,3.656,LTA
,VPS4A,Stim48hr,0,,,,1,4.306,4.306,IL2
,VPS8,Stim48hr,0,,,,2,6.26,3.197,"IL2,TNF"
,VRK2,Stim48hr,0,,,,1,4.293,4.293,IL5
,WASF2,Rest,0,,,,5,19.308,4.705,"CSF2,IFNG,IL13,IL2,IL2RA"
,WBP1L,Stim8hr,0,,,,1,5.493,5.493,IL10
,WDR59,Rest,0,,,,1,3.355,3.355,IL2RA
,WDR7,Stim48hr,0,,,,1,3.362,3.362,CTLA4
,WDR82,Rest,0,,,,1,4.536,4.536,LTA
,WDR89,Stim8hr,0,,,,1,3.815,3.815,IL10
,WNK1,Rest,0,,,,3,13.081,4.581,"IL13,IL2RA,LTA"
,WNK1,Stim48hr,0,,,,1,5.03,5.03,IFNG
,WNK1,Stim8hr,0,,,,1,4.482,4.482,IFNG
,XPA,Stim8hr,0,,,,1,4.689,4.689,IL13
,XPOT,Stim48hr,0,,,,1,3.676,3.676,IL3
,XPR1,Stim8hr,0,,,,1,2.784,2.784,IL10
,XRCC2,Stim48hr,0,,,,2,5.933,3.06,"CTLA4,IL5"
,YTHDF2,Stim48hr,0,,,,7,22.549,5.299,"CSF2,IFNG,IL21,IL22,IL3,LTA,TNF"
,YTHDF2,Stim8hr,0,,,,5,17.495,3.88,"CSF2,IFNG,IL21,IL3,TNF"
,ZBED1,Stim8hr,0,,,,2,7.728,3.957,"CTLA4,IL10"
,ZBTB14,Stim8hr,0,,,,1,3.945,3.945,IL10
,ZBTB45,Stim48hr,0,,,,2,8.451,4.496,"CSF2,IFNG"
,ZBTB7A,Rest,0,,,,1,3.226,3.226,IL4
,ZC3H3,Stim48hr,0,,,,1,3.211,3.211,IL10
,ZC3H4,Rest,0,,,,1,4.339,4.339,IL3
,ZDHHC17,Rest,0,,,,1,4.756,4.756,IFNG
,ZDHHC18,Rest,0,,,,1,8.914,8.914,IL3
,ZFAT,Stim8hr,0,,,,1,3.454,3.454,IL13
,ZFP36L1,Stim8hr,0,,,,1,5.091,5.091,TNF
,ZFYVE21,Stim8hr,0,,,,1,4.485,4.485,IL10
,ZMYND11,Rest,0,,,,1,7.648,7.648,IL3
,ZMYND19,Stim48hr,0,,,,1,5.483,5.483,IL22
,ZMYND19,Stim8hr,0,,,,1,3.386,3.386,IL22
,ZNF146,Stim48hr,0,,,,1,6.754,6.754,IL23R
,ZNF280D,Stim8hr,0,,,,1,3.615,3.615,IL10
,ZNF286A,Rest,0,,,,1,4.442,4.442,IL3
,ZNF430,Rest,0,,,,1,6.407,6.407,IL2
